Tiempo [Seg.],Corriente [A],Tensión en el capacitor [V],Tensión de entrada [V],Tensión de salida [V]
0.07062,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07063,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07064,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07065,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07066,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07067,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07068,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07069,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0707,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07071,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07072,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07073,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07074,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07075,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07076,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07077,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07078,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07079,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0708,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07081,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07082,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07083,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07084,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07085,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07086,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07087,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07088,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07089,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0709,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07091,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07092,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07093,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07094,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07095,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07096,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07097,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07098,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07099,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.071,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07101,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07102,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07103,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07104,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07105,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07106,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07107,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07108,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07109,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0711,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07111,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07112,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07113,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07114,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07115,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07116,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07117,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07118,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07119,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0712,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07121,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07122,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07123,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07124,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07125,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07126,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07127,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07128,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07129,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0713,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07131,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07132,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07133,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07134,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07135,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07136,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07137,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07138,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07139,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0714,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07141,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07142,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07143,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07144,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07145,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07146,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07147,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07148,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07149,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0715,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07151,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07152,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07153,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07154,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07155,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07156,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07157,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07158,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07159,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0716,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07161,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07162,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07163,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07164,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07165,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07166,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07167,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07168,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07169,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0717,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07171,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07172,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07173,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07174,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07175,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07176,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07177,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07178,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07179,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0718,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07181,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07182,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07183,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07184,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07185,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07186,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07187,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07188,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07189,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0719,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07191,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07192,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07193,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07194,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07195,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07196,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07197,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07198,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07199,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.072,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07201,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07202,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07203,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07204,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07205,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07206,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07207,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07208,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07209,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0721,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07211,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07212,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07213,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07214,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07215,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07216,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07217,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07218,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07219,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0722,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07221,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07222,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07223,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07224,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07225,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07226,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07227,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07228,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07229,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0723,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07231,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07232,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07233,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07234,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07235,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07236,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07237,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07238,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07239,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0724,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07241,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07242,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07243,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07244,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07245,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07246,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07247,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07248,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07249,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0725,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07251,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07252,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07253,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07254,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07255,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07256,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07257,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07258,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07259,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0726,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07261,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07262,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07263,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07264,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07265,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07266,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07267,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07268,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07269,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0727,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07271,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07272,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07273,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07274,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07275,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07276,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07277,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07278,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07279,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0728,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07281,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07282,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07283,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07284,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07285,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07286,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07287,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07288,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07289,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0729,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07291,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07292,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07293,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07294,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07295,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07296,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07297,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07298,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07299,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.073,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07301,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07302,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07303,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07304,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07305,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07306,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07307,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07308,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07309,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0731,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07311,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07312,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07313,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07314,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07315,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07316,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07317,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07318,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07319,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0732,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07321,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07322,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07323,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07324,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07325,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07326,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07327,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07328,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07329,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0733,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07331,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07332,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07333,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07334,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07335,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07336,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07337,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07338,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07339,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0734,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07341,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07342,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07343,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07344,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07345,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07346,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07347,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07348,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07349,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0735,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07351,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07352,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07353,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07354,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07355,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07356,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07357,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07358,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07359,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0736,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07361,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07362,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07363,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07364,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07365,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07366,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07367,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07368,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07369,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0737,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07371,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07372,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07373,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07374,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07375,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07376,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07377,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07378,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07379,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0738,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07381,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07382,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07383,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07384,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07385,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07386,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07387,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07388,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07389,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.0739,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07391,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07392,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07393,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07394,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07395,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07396,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07397,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07398,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07399,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.074,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
0.07401,-1.93596091376638E-14,-11.9999999999957,-12,-4.25911401028603E-12
